comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
76,670,TEDWomen 2013,1386201600,31,Esta Soler,Esta Soler: How we turned the tide on domestic violence (Hint: the Polaroid helped),1,1391443241,Violence and abuse prevention expert,"['gender', 'violence', 'women']",How we turned the tide on domestic violence (Hint: the Polaroid helped),1034678
36,584,TED@BCG San Francisco,1383091200,25,Dan Berkenstock,Dan Berkenstock: The world is one big dataset. Now how to photograph it ...,1,1391529645,Satellite designer,"['map', 'space', 'technology']",The world is one big dataset. Now how to photograph it ...,836011
36,794,TEDGlobal 2013,1370995200,25,Teddy Cruz,Teddy Cruz: How architectural innovations migrate across borders,1,1391614433,Architect and urbanist,"['architecture', 'cities', 'design', 'infrastructure']",How architectural innovations migrate across borders,691538
316,708,TEDxBeaconStreet,1385424000,27,Alex Wissner-Gross,Alex Wissner-Gross: A new equation for intelligence,1,1391702734,Scientist entrepreneur inventor,"['AI', 'TEDx', 'brain', 'cognitive science', 'cosmos', 'engineering', 'extraterrestrial life', 'future', 'gaming', 'intelligence', 'machine learning', 'math', 'mind', 'neuroscience', 'physics', 'programming', 'robots', 'science', 'software', 'universe']",A new equation for intelligence,1977165
51,536,TED Fellows Retreat 2013,1375747200,31,Aparna Rao,Aparna Rao: Art that craves your attention,1,1391789702,Artist,"['TED Fellows', 'art', 'creativity', 'interface design']",Art that craves your attention,1063414
177,641,TEDxHousesOfParliament,1371686400,30,David Puttnam,"David Puttnam: Does the media have a ""duty of care""?",1,1392048938,Producer,"['TEDx', 'democracy', 'journalism', 'media', 'politics']","Does the media have a ""duty of care""?",871453
148,1087,TED2013,1362009600,30,Leyla Acaroglu,Leyla Acaroglu: Paper beats plastic? How to rethink environmental folklore,1,1392134398,Sustainability strategist,"['design', 'green', 'sustainability']",Paper beats plastic? How to rethink environmental folklore,1227480
50,739,TED@State Street Boston,1385424000,23,Chris McKnett,Chris McKnett: The investment logic for sustainability,1,1392221219,Sustainable investment champion,"['business', 'finance', 'investment', 'sustainability']",The investment logic for sustainability,970911
63,704,TEDWomen 2013,1386201600,32,Rupal Patel,Rupal Patel: Synthetic voices as unique as fingerprints,1,1392307205,Speech scientist,"['biomimicry', 'biotech', 'cyborg', 'disability', 'engineering', 'hearing', 'identity', 'innovation', 'prosthetics', 'science', 'self', 'sound', 'speech', 'technology', 'vocals']",Synthetic voices as unique as fingerprints,853612
208,642,TEDxParis 2012,1350000000,31,Yann Dall'Aglio,Yann Dall'Aglio: Love -- you're doing it wrong,1,1392393177,Philosopher,"['TEDx', 'culture', 'love', 'philosophy', 'relationships']",Love -- you're doing it wrong,3840850
52,892,TEDGlobal 2013,1372291200,22,Molly Stevens,Molly Stevens: A new way to grow bone,1,1392739156,Biomaterials researcher,"['biology', 'biomechanics', 'biotech', 'design', 'engineering', 'future', 'health', 'health care', 'materials', 'medical research', 'medicine', 'molecular biology', 'science', 'synthetic biology', 'technology']",A new way to grow bone,1185518
146,559,TED@BCG San Francisco,1383091200,34,Roselinde Torres,Roselinde Torres: What it takes to be a great leader,1,1392825616,Leadership expert,"['business', 'leadership', 'motivation', 'women in business']",What it takes to be a great leader,3685420
290,842,TED2013,1362009600,26,Christopher Ryan,Christopher Ryan: Are we designed to be sexual omnivores?,1,1392912053,Psychologist,"['culture', 'relationships', 'sex']",Are we designed to be sexual omnivores?,1981978
158,562,TEDxBoulder,1379030400,30,Ash Beckham,Ash Beckham: We're all hiding something. Let's find the courage to open up,1,1392997406,Equality advocate,"['Gender equality', 'TEDx', 'culture', 'empathy', 'happiness']",We're all hiding something. Let's find the courage to open up,2628178
78,957,TEDGlobal 2013,1373846400,26,Siddharthan Chandran,Siddharthan Chandran: Can the damaged brain repair itself?,1,1393259973,Regenerative neurologist,"['aging', 'biotech', 'brain', 'cognitive science', 'disability', 'future', 'health', 'health care', 'innovation', 'medical research', 'medicine', 'molecular biology', 'neuroscience', 'science', 'synthetic biology']",Can the damaged brain repair itself?,1022945
110,590,TEDCity2.0,1379635200,26,Catherine Bracy,Catherine Bracy: Why good hackers make good citizens,1,1393344420,Hacker community manager,"['cities', 'software', 'urban planning']",Why good hackers make good citizens,849933
164,864,TED@State Street Boston,1383696000,23,Michael Metcalfe,Michael Metcalfe: We need money for aid. So let’s print it.,1,1393431301,Financial expert,"['economics', 'global issues', 'poverty']",We need money for aid. So let’s print it.,756974
107,403,TEDYouth 2013,1384819200,33,Henry Lin,Henry Lin: What we can learn from galaxies far far away,1,1393517082,Student scientist,"['TEDYouth', 'astronomy', 'dark matter', 'energy', 'physics', 'science', 'space', 'universe', 'youth']",What we can learn from galaxies far far away,1304017
92,589,TEDGlobal 2013,1370563200,30,Annette Heuser,Annette Heuser: The 3 agencies with the power to make or break economies,1,1393602268,Rating agency reformer,"['business', 'finance', 'global issues']",The 3 agencies with the power to make or break economies,1210381
99,626,TED2013,1363046400,30,Mary Lou Jepsen,Mary Lou Jepsen: Could future devices read images from our brains?,1,1393863338,Screen engineer,"['Surgery', 'biotech', 'brain', 'cognitive science', 'computers', 'creativity', 'engineering', 'intelligence', 'interface design', 'medical imaging', 'medical research', 'memory', 'neuroscience', 'science', 'technology', 'visualizations']",Could future devices read images from our brains?,931677
65,837,TED@BCG San Francisco,1384128000,22,Philip Evans,Philip Evans: How data will transform business,1,1393951821,Consultant,"['business', 'economics']",How data will transform business,1395038
86,498,TED Fellows Retreat 2013,1376265600,31,Christopher Soghoian,Christopher Soghoian: Government surveillance — this is just the beginning,1,1394035638,Privacy researcher and activist,"['Internet', 'Surveillance', 'TED Fellows', 'business', 'government']",Government surveillance — this is just the beginning,822505
64,296,TED Fellows Retreat 2013,1376870400,32,Gabe Barcia-Colombo,Gabe Barcia-Colombo: My DNA vending machine,1,1394121683,Video sculptor,"['DNA', 'TED Fellows', 'art']",My DNA vending machine,795097
201,561,TEDGlobal 2012,1340668800,31,Manu Prakash,Manu Prakash: A 50-cent microscope that folds like origami,1,1394207968,Physicist inventor,"['TED Fellows', 'global issues', 'health', 'physics']",A 50-cent microscope that folds like origami,1797519
222,943,TED2013,1361923200,27,Ajit Narayanan,Ajit Narayanan: A word game to communicate in any language,1,1394465004,Visual grammar engine inventor,"['disability', 'language', 'speech', 'technology']",A word game to communicate in any language,1256969
185,1031,TEDGlobal 2013,1370908800,24,Anne-Marie Slaughter,"Anne-Marie Slaughter: Can we all ""have it all""?",1,1394637629,Public policy thinker,"['Gender equality', 'inequality', 'men', 'policy', 'women', 'work', 'work-life balance']","Can we all ""have it all""?",1424893
140,474,TEDGlobal 2013,1374019200,33,Toby Shapshak,Toby Shapshak: You don't need an app for that,1,1394722549,Technology writer,"['Africa', 'innovation', 'technology']",You don't need an app for that,1474261
79,587,TEDGlobal 2013,1370995200,26,Carin Bondar,Carin Bondar: The birds and the bees are just the beginning,1,1394808532,Wild sex biologist,"['animals', 'biology', 'sex']",The birds and the bees are just the beginning,2379244
177,924,TED2012,1329609600,24,Steven Pinker and Rebecca Newberger Goldstein,Steven Pinker and Rebecca Newberger Goldstein: The long reach of reason,2,1395068405,Philosopher and writer,"['brain', 'consciousness', 'culture', 'philosophy', 'psychology']",The long reach of reason,991359
119,875,TED2013,1361923200,27,Daniel Reisel,Daniel Reisel: The neuroscience of restorative justice,1,1395155183,Neuroscientist,"['behavioral economics', 'brain', 'cognitive science', 'crime', 'culture', 'empathy', 'global issues', 'morality', 'neuroscience', 'prison', 'psychology', 'science']",The neuroscience of restorative justice,734861
421,2102,TED2014,1395100800,31,Edward Snowden,Edward Snowden: Here's how we take back the Internet,1,1395187262,Whistleblower,"['Internet', 'Surveillance', 'journalism', 'law']",Here's how we take back the Internet,4040280
172,1102,TED2014,1395100800,29,Chris Hadfield,Chris Hadfield: What I learned from going blind in space,1,1395241295,Astronaut,"['adventure', 'culture', 'fear', 'life', 'live music', 'space']",What I learned from going blind in space,4790701
215,971,TED2014,1395100800,30,Charmian Gooch,Charmian Gooch: My wish: To launch a new era of openness in business,1,1395328441,Anti-corruption activist,"['TED Prize', 'business', 'corruption', 'global issues']",My wish: To launch a new era of openness in business,760225
440,2010,TED2014,1395273600,22,Richard Ledgett,Richard Ledgett: The NSA responds to Edward Snowden's TED Talk,1,1395362789,Deputy director NSA,"['Surveillance', 'culture', 'global issues', 'government', 'law']",The NSA responds to Edward Snowden's TED Talk,1191342
128,1410,TED2014,1395273600,24,Larry Page,Larry Page: Where’s Google going next?,1,1395436124,CEO of Google,"['AI', 'TED Brain Trust', 'algorithm', 'business', 'intelligence']",Where’s Google going next?,2293465
182,996,TED2014,1395014400,42,Ziauddin Yousafzai,Ziauddin Yousafzai: My daughter Malala,1,1395672542,Education activist,"['education', 'family', 'feminism', 'global issues', 'women']",My daughter Malala,2124521
82,1212,TED2014,1395100800,27,Bran Ferren,Bran Ferren: To create for the ages let's combine art and engineering,1,1395758915,Technology designer,"['ancient world', 'architecture', 'design', 'engineering']",To create for the ages let's combine art and engineering,1028312
173,794,TED2014,1395273600,34,Ed Yong,Ed Yong: Zombie roaches and other parasite tales,1,1395846329,Science writer,"['animals', 'biodiversity', 'biology', 'brain', 'insects', 'microbes', 'microbiology', 'mind', 'nanoscale', 'science']",Zombie roaches and other parasite tales,1624605
82,559,TED2014,1394582400,26,Del Harvey,Del Harvey: Protecting Twitter users (sometimes from themselves),1,1395930774,Security maven,"['security', 'social media', 'technology']",Protecting Twitter users (sometimes from themselves),885494
316,1140,TED2014,1394582400,27,Hugh Herr,Hugh Herr: The new bionics that let us run climb and dance,1,1396008735,Bionics designer,"['dance', 'exoskeleton', 'prosthetics', 'technology']",The new bionics that let us run climb and dance,7520736
170,599,TED2014,1395187200,32,Geena Rocero,Geena Rocero: Why I must come out,1,1396277332,Model and activist,"['Gender equality', 'LGBT', 'Transgender', 'activism', 'beauty', 'fashion', 'gender', 'identity', 'inequality']",Why I must come out,3133189
42,277,TED in the Field,1396310400,33,TED staff,TED staff: It's TED the Musical,1,1396324857,Amateur musicians,"['dance', 'genetics', 'music']",It's TED the Musical,741146
409,282,TED2014,1395100800,31,Allan Adams,Allan Adams: The discovery that could rewrite physics,1,1396365050,Theoretical physicist,"['astronomy', 'big bang', 'physics', 'space', 'time', 'universe']",The discovery that could rewrite physics,1736329
283,1500,TED2014,1395100800,28,Bill and Melinda Gates,Bill and Melinda Gates: Why giving away our wealth has been the most satisfying thing we've done,2,1396450718,Philanthropist,"['activism', 'business', 'money', 'philanthropy']",Why giving away our wealth has been the most satisfying thing we've done,3130752
138,595,TEDxMidAtlantic 2013,1380585600,31,Jennifer Golbeck,"Jennifer Golbeck: Your social media ""likes"" expose more than you think",1,1396537025,Computer scientist,"['TEDx', 'data', 'social media', 'sociology', 'technology']","Your social media ""likes"" expose more than you think",2012614
228,824,TED2014,1395273600,27,Lawrence Lessig,Lawrence Lessig: The unstoppable walk to political reform,1,1396623525,Legal activist,"['corruption', 'democracy', 'government', 'politics']",The unstoppable walk to political reform,1095806
78,1108,TED2014,1395273600,26,Amanda Burden,Amanda Burden: How public spaces make cities work,1,1396883166,Urban planner,"['architecture', 'cities']",How public spaces make cities work,1061964
206,414,TED@NYC,1381190400,32,Christopher Emdin,Christopher Emdin: Teach teachers how to create magic,1,1396970042,Education pioneer,"['education', 'innovation', 'magic', 'presentation', 'religion', 'science', 'social change', 'storytelling', 'teaching']",Teach teachers how to create magic,2004811
208,444,TED2014,1395187200,38,Louie Schwartzberg,Louie Schwartzberg: Hidden miracles of the natural world,1,1397055205,Filmmaker,"['bacteria', 'film', 'insects', 'nanoscale', 'nature', 'photography']", Hidden miracles of the natural world,7015800
46,283,TED2014,1395014400,32,David Sengeh,David Sengeh: The sore problem of prosthetic limbs,1,1397143257,Biomechatronics engineer,"['Senses', 'TED Fellows', 'global issues', 'prosthetics', 'technology']",The sore problem of prosthetic limbs,742510
80,1128,TED2014,1395360000,23,Gabby Giffords and Mark Kelly,Gabby Giffords and Mark Kelly: Be passionate. Be courageous. Be your best.,1,1397229849,Former U.S. Representative and NASA astronaut; survivors,"['Guns', 'violence']",Be passionate. Be courageous. Be your best.,1048304
200,301,TED2014,1395187200,31,David Brooks,David Brooks: Should you live for your résumé ... or your eulogy?,1,1397488146,Op-ed columnist ,"['introvert', 'philosophy', 'psychology', 'self', 'success']",Should you live for your résumé ... or your eulogy?,2306549
147,1091,TED2014,1395360000,29,Jennifer Senior,Jennifer Senior: For parents happiness is a very high bar,1,1397573956,Writer,"['culture', 'family', 'parenting']",For parents happiness is a very high bar,1901605
134,1013,TEDxBeaconStreet,1385510400,27,Norman Spack,Norman Spack: How I help transgender teens become who they want to be,1,1397661048,Endocrinologist,"['LGBT', 'TEDx', 'Transgender', 'gender', 'medicine', 'youth']",How I help transgender teens become who they want to be,1248568
182,398,TED2014,1395187200,28,Jeremy Kasdin,Jeremy Kasdin: The flower-shaped starshade that might help us detect Earth-like planets,1,1397746861,Planet finder,"['Planets', 'astronomy', 'science', 'space', 'technology', 'telescopes']",The flower-shaped starshade that might help us detect Earth-like planets,1276015
44,961,TED2014,1395100800,23,Matthew Carter,Matthew Carter: My life in typefaces,1,1397833186,Type designer,"['design', 'industrial design', 'typography']",My life in typefaces,1112914
94,701,TED2014,1395273600,24,Sarah Lewis,Sarah Lewis: Embrace the near win,1,1398092650,Writer,"['art', 'failure', 'motivation']",Embrace the near win,2293317
163,770,TED2014,1395273600,19,Michel Laberge,Michel Laberge: How synchronized hammer strikes could generate nuclear fusion,1,1398178644,Plasma physicist,"['alternative energy', 'energy', 'future', 'industrial design', 'nuclear energy', 'physics', 'science', 'sustainability', 'visualizations']",How synchronized hammer strikes could generate nuclear fusion,1038727
150,752,TEDxPerth,1381708800,27,Hamish Jolly,Hamish Jolly: A shark-deterrent wetsuit (and it's not what you think),1,1398266041,Inventor ocean swimmer,"['TEDx', 'biomimicry', 'design', 'oceans', 'sports']",A shark-deterrent wetsuit (and it's not what you think),2572038
57,372,TED Fellows Retreat 2013,1376956800,29,James Patten,James Patten: The best computer interface? Maybe ... your hands,1,1398352853,Interaction designer,"['Senses', 'TED Fellows', 'computers', 'design', 'interface design', 'programming']",The best computer interface? Maybe ... your hands,1033475
183,438,TED2014,1395187200,35,Elizabeth Gilbert,Elizabeth Gilbert: Success failure and the drive to keep creating,1,1398437571,Writer,"['creativity', 'failure', 'success', 'writing']",Success failure and the drive to keep creating,3643938
238,935,TED2014,1395273600,32,Wendy Chung,Wendy Chung: Autism — what we know (and what we don't know yet),1,1398697057,Geneticist,"['Autism spectrum disorder', 'DNA', 'Vaccines', 'biology', 'children', 'cognitive science', 'disability', 'disease', 'family', 'genetics', 'health', 'medical research', 'medicine', 'mental health', 'neuroscience', 'pregnancy', 'psychology', 'science']",Autism — what we know (and what we don't know yet),2305547
125,893,TED2014,1395273600,27,David Epstein,David Epstein: Are athletes really getting faster better stronger?,1,1398783563,Sports science reporter,"['DNA', 'genetics', 'innovation', 'physiology', 'science', 'sports']",Are athletes really getting faster better stronger?,2824676
69,393,TED2014,1395014400,33,Andrew Bastawrous,Andrew Bastawrous: Get your next eye exam on a smartphone,1,1398871015,Eye surgeon inventor,"['Blindness', 'TED Fellows', 'health', 'invention', 'public health', 'sight']",Get your next eye exam on a smartphone,1051614
143,730,TED2014,1394582400,24,Gavin Schmidt,Gavin Schmidt: The emergent patterns of climate change,1,1398956538,Climate scientist,"['algorithm', 'botany', 'climate change', 'code', 'computers', 'data', 'ecology', 'environment', 'future', 'green', 'math', 'pollution', 'prediction', 'science', 'visualizations', 'water', 'weather']",The emergent patterns of climate change,1150409
84,1116,TED2014,1395360000,20,Sarah Jones,Sarah Jones: What does the future hold? 11 characters offer quirky answers,1,1399042580,Polymorphic playwright,"['future', 'humor', 'performance', 'theater']",What does the future hold? 11 characters offer quirky answers,1506064
350,854,TED2014,1395273600,26,Mellody Hobson,Mellody Hobson: Color blind or color brave?,1,1399307090,Investment expert,"['business', 'communication', 'inequality', 'race', 'women in business']",Color blind or color brave?,2200326
85,378,TED2014,1395273600,29,Marco Tempest,Marco Tempest: And for my next trick a robot,1,1399388410,Techno-illusionist,"['entertainment', 'magic', 'robots', 'technology']",And for my next trick a robot,1785193
95,404,TED2014,1395273600,30,Stanley McChrystal,Stanley McChrystal: The military case for sharing knowledge,1,1399474919,Military leader,"['Surveillance', 'collaboration', 'iraq', 'military', 'war']",The military case for sharing knowledge,991694
117,569,TED2014,1395273600,26,Randall Munroe,"Randall Munroe: Comics that ask ""what if?""",1,1399561070,Cartoonist,"['Google', 'art', 'comedy', 'computers', 'data', 'humor', 'math', 'physics', 'science', 'science and art']","Comics that ask ""what if?""",2558702
86,1010,TED2014,1395014400,21,Mark Ronson,Mark Ronson: How sampling transformed music,1,1399647468,Music producer and DJ,"['live music', 'music', 'performance']",How sampling transformed music,3061003
131,1128,TEDxUMKC,1378684800,20,William Black,William Black: How to rob a bank (from the inside that is),1,1399906710,Academic,"['TEDx', 'business', 'crime', 'finance', 'law']",How to rob a bank (from the inside that is),1509188
49,849,TED2014,1395273600,31,Deborah Gordon,Deborah Gordon: What ants teach us about the brain cancer and the Internet,1,1399993337,Ecologist,"['Internet', 'algorithm', 'animals', 'ants', 'biomimicry', 'cancer', 'computers', 'evolution', 'insects', 'nature', 'science']",What ants teach us about the brain cancer and the Internet,1378298
255,853,TED2014,1395100800,39,Kevin Briggs,Kevin Briggs: The bridge between suicide and life,1,1400080253,Golden Gate guardian,"['culture', 'depression', 'mental health', 'suicide']",The bridge between suicide and life,2500023
44,893,TEDxLeuvenSalon,1379376000,26,Tristram Wyatt,Tristram Wyatt: The smelly mystery of the human pheromone,1,1400166002,Zoologist,"['TEDx', 'animals', 'biology', 'smell']",The smelly mystery of the human pheromone   ,1189824
170,844,TEDActive 2014,1395705600,22,Rives,Rives: The Museum of Four in the Morning,1,1400252225,Performance poet multimedia artist,"['entertainment', 'humor', 'online video', 'spoken word', 'storytelling']",The Museum of Four in the Morning,1827375
294,719,TED2014,1394755200,38,Simon Sinek,Simon Sinek: Why good leaders make you feel safe,1,1400511643,Leadership expert,"['business', 'leadership', 'military', 'work']",Why good leaders make you feel safe,6803938
98,670,TEDxMidAtlantic 2013,1382659200,31,Jackie Savitz,Jackie Savitz: Save the oceans feed the world!,1,1400597986,Ocean advocate,"['TEDx', 'oceans', 'sustainability']",Save the oceans feed the world!,1182977
224,1227,TED2014,1394582400,29,Andrew Solomon,Andrew Solomon: How the worst moments in our lives make us who we are,1,1400684635,Writer,"['Gender equality', 'LGBT', 'culture', 'depression', 'identity', 'pain']",How the worst moments in our lives make us who we are,4801456
108,551,TED2014,1394496000,24,Chris Kluwe,Chris Kluwe: How augmented reality will change sports ... and build empathy,1,1400770859,Punter and author,"['sports', 'technology', 'virtual reality']",How augmented reality will change sports ... and build empathy,1194762
88,867,TEDSalon NY2014,1389830400,24,Wes Moore,Wes Moore: How to talk to veterans about the war,1,1400856454,Author and advocate,"['PTSD', 'peace', 'war']",How to talk to veterans about the war,936480
231,788,TEDSalon NY2014,1389830400,25,Sebastian Junger,Sebastian Junger: Why veterans miss war,1,1400857920,Journalist and documentarian,"['PTSD', 'film', 'global issues', 'journalism', 'peace', 'war']",Why veterans miss war,2375405
44,856,TED2014,1395187200,26,Jon Mooallem,Jon Mooallem: How the teddy bear taught us compassion,1,1401202257,Writer,"['environment', 'nature']",How the teddy bear taught us compassion,1101811
122,300,TED2014,1395014400,35,Kitra Cahana,Kitra Cahana: A glimpse of life on the road,1,1401289863,Vagabond photojournalist + conceptual artist,"['TED Fellows', 'art', 'global issues', 'journalism', 'photography', 'travel', 'youth']",A glimpse of life on the road,1454663
55,639,TED2014,1395100800,24,Stephen Friend,"Stephen Friend: The hunt for ""unexpected genetic heroes""",1,1401376737,Open-science advocate,"[""Alzheimer's"", 'biology', 'data', 'disease', 'genetics', 'health', 'privacy']","The hunt for ""unexpected genetic heroes""",959404
101,1395,TED2014,1395100800,25,Sting,Sting: How I started writing songs again,1,1401461164,Composer singer author actor activist,"['creativity', 'live music', 'music', 'performance']",How I started writing songs again,1934877
180,592,TED2014,1395273600,29,Ray Kurzweil,Ray Kurzweil: Get ready for hybrid thinking,1,1401721325,Inventor futurist,"['AI', 'TED Brain Trust', 'brain', 'cloud', 'evolution', 'future', 'technology']",Get ready for hybrid thinking,1971157
248,409,TED2014,1395100800,42,Dan Gilbert,Dan Gilbert: The psychology of your future self,1,1401807363,Psychologist; happiness expert,"['TED Brain Trust', 'culture', 'humanity', 'personality', 'psychology']",The psychology of your future self,3399887
84,792,TEDGlobal 2013,1371686400,25,Stephen Burt,Stephen Burt: Why people need poetry,1,1401894589,Poetry critic,"['culture', 'language', 'poetry']",Why people need poetry,1117996
49,307,TED2014,1395100800,30,Robert Full,Robert Full: The secrets of nature's grossest creatures channeled into robots,1,1401980946,Biologist,"['animals', 'biology', 'biomimicry', 'demo', 'design', 'exoskeleton', 'insects', 'invention', 'robots', 'science', 'technology']",The secrets of nature's grossest creatures channeled into robots,1229640
173,1062,TED2014,1394668800,17,Yoruba Richen,Yoruba Richen: What the gay rights movement learned from the civil rights movement,1,1402066719,Documentary filmmaker,"['Gender equality', 'LGBT', 'activism', 'film', 'inequality', 'race']",What the gay rights movement learned from the civil rights movement,698636
207,556,TEDxSydney,1398470400,34,Stella Young,Stella Young: I'm not your inspiration thank you very much,1,1402326644,Comedian journalist activist,"['TEDx', 'activism', 'comedy', 'disability', 'humor', 'motivation']",I'm not your inspiration thank you very much,2494615
105,999,TED2014,1395100800,27,Keren Elazari,Keren Elazari: Hackers: the Internet's immune system,1,1402412324,Cybersecurity expert,"['Internet', 'activism', 'crime', 'hack', 'terrorism']",Hackers: the Internet's immune system,2120292
118,273,TED2014,1395014400,34,Will Potter,Will Potter: The shocking move to criminalize nonviolent protest,1,1402498628,Investigative journalist,"['TED Fellows', 'activism', 'animals', 'environment', 'journalism', 'nonviolence', 'politics', 'terrorism']",The shocking move to criminalize nonviolent protest,1032390
81,952,TEDGlobal 2013,1371081600,23,Uri Alon,Uri Alon: Why science demands a leap into the unknown,1,1402585526,Systems biologist,"['creativity', 'medical research', 'science', 'science and art', 'social change', 'teaching', 'theater']",Why science demands a leap into the unknown,1013296
69,585,TEDActive 2014,1395273600,24,AJ Jacobs,AJ Jacobs: The world's largest family reunion ... we're all invited!,1,1402672168,Author,"['comedy', 'entertainment', 'family', 'genetics', 'history', 'humanity', 'humor']",The world's largest family reunion ... we're all invited!,1107747
453,880,TEDSalon NY2014,1400112000,29,Kwame Anthony Appiah,Kwame Anthony Appiah: Is religion good or bad? (This is a trick question),1,1402931047,Philosopher,"['atheism', 'faith', 'global issues', 'philosophy', 'religion']",Is religion good or bad? (This is a trick question),1569284
123,1033,TEDxUofM,1394841600,26,Anne Curzan ,"Anne Curzan: What makes a word ""real""?",1,1403016753,Language historian,"['TEDx', 'culture', 'language']","What makes a word ""real""?",1631913
397,881,TEDSalon NY2014,1400112000,33,Ruth Chang,Ruth Chang: How to make hard choices,1,1403103639,Philosopher,"['choice', 'decision-making', 'philosophy']",How to make hard choices ,4933802
278,269,TEDSalon NY2014,1392163200,31,Jamila Lyiscott,Jamila Lyiscott: 3 ways to speak English,1,1403190011,Poet and educator,"['culture', 'language', 'race', 'spoken word']",3 ways to speak English,3916554
74,242,TED2014,1395273600,34,Billy Collins,Billy Collins: Two poems about what dogs think (probably),1,1403277125,Poet,"['animals', 'creativity', 'death', 'love', 'poetry']",Two poems about what dogs think (probably),1545239
147,720,TED2014,1395273600,26,Shaka Senghor,Shaka Senghor: Why your worst deeds don’t define you,1,1403535445,Author,"['crime', 'culture', 'prison']",Why your worst deeds don’t define you,1439616
117,1061,TEDxCMU,1396224000,26,Lorrie Faith Cranor,Lorrie Faith Cranor: What’s wrong with your pa$$w0rd?,1,1403622281,Security researcher,"['TEDx', 'business', 'communication', 'hack', 'privacy', 'security', 'technology']",What’s wrong with your pa$$w0rd?,1463585
338,1154,TEDSalon NY2014,1400716800,24,Naomi Oreskes,Naomi Oreskes: Why we should trust scientists,1,1403709973,Historian of science,"['astronomy', 'climate change', 'history', 'philosophy', 'religion', 'science']",Why we should trust scientists,1091065
70,1056,TEDxStanford,1399680000,17,Ge Wang,Ge Wang: The DIY orchestra of the future,1,1403794042,Music technologist,"['TEDx', 'live music', 'music', 'technology']",The DIY orchestra of the future,1172298
297,598,TEDGlobal 2013,1370822400,45,Julian Treasure,Julian Treasure: How to speak so that people want to listen,1,1403879897,Sound consultant,"['culture', 'sound', 'speech']",How to speak so that people want to listen,21594632
93,1005,TEDxColumbus,1381363200,22,Chris Domas,Chris Domas: The 1s and 0s behind cyber warfare,1,1404141526,Cybersecurity researcher,"['TEDx', 'code', 'security', 'software', 'technology', 'terrorism', 'war']",The 1s and 0s behind cyber warfare,1017778
37,831,TED2014,1395273600,27,Sara Lewis,Sara Lewis: The loves and lies of fireflies,1,1404226580,Firefly specialist,"['biology', 'evolution', 'insects']",The loves and lies of fireflies,967667
1234,1074,TEDSalon Berlin 2014,1403481600,32,Simon Anholt,Simon Anholt: Which country does the most good for the world?,1,1404313134,Policy advisor,"['Foreign Policy', 'global issues', 'government', 'policy', 'statistics']",Which country does the most good for the world?,4548276
101,983,TEDSalon NY2014,1389744000,26,Paul Bloom,Paul Bloom: Can prejudice ever be a good thing?,1,1404399605,Psychologist,"['behavioral economics', 'mind', 'psychology']",Can prejudice ever be a good thing?,1073549
133,958,TEDxKyoto,1401840000,26,George Takei,George Takei: Why I love a country that once betrayed me,1,1404486332,Actor and activist,"['TEDx', 'children', 'democracy', 'history', 'personal growth', 'politics', 'storytelling', 'war']",Why I love a country that once betrayed me,2235902
100,751,TED2014,1394755200,26,Joi Ito,"Joi Ito: Want to innovate? Become a ""now-ist""",1,1404746845,Relentless mind,"['business', 'creativity', 'design', 'engineering', 'entrepreneur', 'innovation', 'investment', 'natural disaster', 'nuclear energy', 'product design', 'science', 'technology', 'telecom']","Want to innovate? Become a ""now-ist""",2053453
67,1183,TED2014,1395187200,25,Nicholas Negroponte,Nicholas Negroponte: A 30-year history of the future,1,1404831654,Tech visionary,"['computers', 'future', 'innovation', 'intelligence', 'interface design', 'prediction', 'technology']",A 30-year history of the future,1877673
76,902,TEDGlobal 2013,1371081600,27,Renata Salecl,Renata Salecl: Our unhealthy obsession with choice,1,1404917495,Theorist,"['choice', 'culture', 'social change']",Our unhealthy obsession with choice,1445859
335,1205,TEDxExeter,1395619200,27,Karima Bennoune,Karima Bennoune: When people of Muslim heritage challenge fundamentalism,1,1405005562,Professor of international law,"['history', 'religion', 'storytelling', 'terrorism', 'war']",When people of Muslim heritage challenge fundamentalism,1429067
171,703,TED2014,1395360000,26,David Kwong,David Kwong: Two nerdy obsessions meet -- and it's magic,1,1405092113,Cruciverbalist,"['entertainment', 'magic']",Two nerdy obsessions meet -- and it's magic,1641675
2673,1117,TED2014,1395100800,33,David Chalmers,David Chalmers: How do you explain consciousness?,1,1405350484,Philosopher,"['brain', 'consciousness', 'neuroscience', 'philosophy']",How do you explain consciousness?,2162764
117,561,TEDxBeaconStreet,1384214400,31,Nikolai Begg,Nikolai Begg: A tool to fix one of the most dangerous moments in surgery,1,1405436498,Mechanical engineer,"['Surgery', 'engineering', 'invention', 'medicine', 'product design']",A tool to fix one of the most dangerous moments in surgery,1332920
33,314,TED2014,1395014400,31,Shih Chieh Huang,Shih Chieh Huang: Sculptures that’d be at home in the deep sea,1,1405523202,Artist,"['TED Fellows', 'art', 'oceans']",Sculptures that’d be at home in the deep sea,833015
